instant,date,season,year,month,hour,holiday,workingday,weather,temp,atemp,hum,casual,registered,total,casual_day,registered_day,revenue_hour,revenue_day,total_rentals_hour,total_rentals_day
14656,2012-09-07,Fall,2012,Sep,20,0,1,Clear/Partly Cloudy,0.72,0.6818,0.66,51,340,391,1045,6459,1275,590448,391,7504
14657,2012-09-07,Fall,2012,Sep,21,0,1,Clear/Partly Cloudy,0.7,0.6667,0.74,55,246,301,1045,6459,1013,590448,301,7504
14658,2012-09-07,Fall,2012,Sep,22,0,1,Clear/Partly Cloudy,0.7,0.6667,0.74,52,247,299,1045,6459,1001,590448,299,7504
14659,2012-09-07,Fall,2012,Sep,23,0,1,Clear/Partly Cloudy,0.66,0.5909,0.89,28,220,248,1045,6459,800,590448,248,7504
14660,2012-09-08,Fall,2012,Sep,0,0,0,Clear/Partly Cloudy,0.66,0.5909,0.89,20,130,150,1557,4419,490,505008,150,5976
14661,2012-09-08,Fall,2012,Sep,1,0,0,Mist/Cloudy,0.66,0.5909,0.89,10,107,117,1557,4419,371,505008,117,5976
14662,2012-09-08,Fall,2012,Sep,2,0,0,Clear/Partly Cloudy,0.66,0.5909,0.89,9,68,77,1557,4419,249,505008,77,5976
14663,2012-09-08,Fall,2012,Sep,3,0,0,Mist/Cloudy,0.66,0.5909,0.89,3,40,43,1557,4419,135,505008,43,5976
14664,2012-09-08,Fall,2012,Sep,4,0,0,Mist/Cloudy,0.66,0.5909,0.94,3,8,11,1557,4419,39,505008,11,5976
14665,2012-09-08,Fall,2012,Sep,5,0,0,Mist/Cloudy,0.66,0.5909,0.94,2,13,15,1557,4419,49,505008,15,5976
14666,2012-09-08,Fall,2012,Sep,6,0,0,Mist/Cloudy,0.66,0.5909,0.89,8,26,34,1557,4419,118,505008,34,5976
14667,2012-09-08,Fall,2012,Sep,7,0,0,Clear/Partly Cloudy,0.66,0.5909,0.89,11,71,82,1557,4419,268,505008,82,5976
14668,2012-09-08,Fall,2012,Sep,8,0,0,Clear/Partly Cloudy,0.7,0.6667,0.79,33,197,230,1557,4419,756,505008,230,5976
14669,2012-09-08,Fall,2012,Sep,9,0,0,Clear/Partly Cloudy,0.7,0.6667,0.74,87,261,348,1557,4419,1218,505008,348,5976
14670,2012-09-08,Fall,2012,Sep,10,0,0,Clear/Partly Cloudy,0.74,0.697,0.7,100,322,422,1557,4419,1466,505008,422,5976
14671,2012-09-08,Fall,2012,Sep,11,0,0,Clear/Partly Cloudy,0.76,0.7121,0.62,173,405,578,1557,4419,2080,505008,578,5976
14672,2012-09-08,Fall,2012,Sep,12,0,0,Clear/Partly Cloudy,0.8,0.7576,0.55,220,474,694,1557,4419,2522,505008,694,5976
14673,2012-09-08,Fall,2012,Sep,13,0,0,Clear/Partly Cloudy,0.82,0.7727,0.52,233,435,668,1557,4419,2470,505008,668,5976
14674,2012-09-08,Fall,2012,Sep,14,0,0,Clear/Partly Cloudy,0.82,0.7727,0.52,260,366,626,1557,4419,2398,505008,626,5976
14675,2012-09-08,Fall,2012,Sep,15,0,0,Light Snow/Rain,0.56,0.5303,0.88,175,337,512,1557,4419,1886,505008,512,5976
14676,2012-09-08,Fall,2012,Sep,16,0,0,Light Snow/Rain,0.56,0.5303,0.88,19,95,114,1557,4419,380,505008,114,5976
14677,2012-09-08,Fall,2012,Sep,17,0,0,Light Snow/Rain,0.58,0.5455,0.83,52,119,171,1557,4419,617,505008,171,5976
14678,2012-09-08,Fall,2012,Sep,18,0,0,Light Snow/Rain,0.58,0.5455,0.83,27,140,167,1557,4419,555,505008,167,5976
14679,2012-09-08,Fall,2012,Sep,19,0,0,Light Snow/Rain,0.58,0.5455,0.88,28,187,215,1557,4419,701,505008,215,5976
14680,2012-09-08,Fall,2012,Sep,20,0,0,Mist/Cloudy,0.58,0.5455,0.88,28,166,194,1557,4419,638,505008,194,5976
14681,2012-09-08,Fall,2012,Sep,21,0,0,Mist/Cloudy,0.6,0.5606,0.83,26,155,181,1557,4419,595,505008,181,5976
14682,2012-09-08,Fall,2012,Sep,22,0,0,Mist/Cloudy,0.58,0.5455,0.78,18,176,194,1557,4419,618,505008,194,5976
14683,2012-09-08,Fall,2012,Sep,23,0,0,Mist/Cloudy,0.58,0.5455,0.73,12,121,133,1557,4419,423,505008,133,5976
14684,2012-09-09,Fall,2012,Sep,0,0,0,Mist/Cloudy,0.56,0.5303,0.73,18,106,124,2570,5657,408,715704,124,8227
14685,2012-09-09,Fall,2012,Sep,1,0,0,Clear/Partly Cloudy,0.56,0.5303,0.73,20,104,124,2570,5657,412,715704,124,8227
14686,2012-09-09,Fall,2012,Sep,2,0,0,Clear/Partly Cloudy,0.54,0.5152,0.77,15,81,96,2570,5657,318,715704,96,8227
14687,2012-09-09,Fall,2012,Sep,3,0,0,Clear/Partly Cloudy,0.54,0.5152,0.73,14,32,46,2570,5657,166,715704,46,8227
14688,2012-09-09,Fall,2012,Sep,4,0,0,Clear/Partly Cloudy,0.52,0.5,0.77,12,16,28,2570,5657,108,715704,28,8227
14689,2012-09-09,Fall,2012,Sep,5,0,0,Clear/Partly Cloudy,0.52,0.5,0.77,16,39,55,2570,5657,197,715704,55,8227
14690,2012-09-09,Fall,2012,Sep,6,0,0,Clear/Partly Cloudy,0.52,0.5,0.77,11,24,35,2570,5657,127,715704,35,8227
14691,2012-09-09,Fall,2012,Sep,7,0,0,Clear/Partly Cloudy,0.54,0.5152,0.73,20,50,70,2570,5657,250,715704,70,8227
14692,2012-09-09,Fall,2012,Sep,8,0,0,Clear/Partly Cloudy,0.58,0.5455,0.68,27,143,170,2570,5657,564,715704,170,8227
14693,2012-09-09,Fall,2012,Sep,9,0,0,Clear/Partly Cloudy,0.62,0.6061,0.61,85,214,299,2570,5657,1067,715704,299,8227
14694,2012-09-09,Fall,2012,Sep,10,0,0,Clear/Partly Cloudy,0.64,0.6212,0.57,172,323,495,2570,5657,1829,715704,495,8227
14695,2012-09-09,Fall,2012,Sep,11,0,0,Clear/Partly Cloudy,0.66,0.6212,0.47,194,391,585,2570,5657,2143,715704,585,8227
14696,2012-09-09,Fall,2012,Sep,12,0,0,Clear/Partly Cloudy,0.66,0.6212,0.47,247,510,757,2570,5657,2765,715704,757,8227
14697,2012-09-09,Fall,2012,Sep,13,0,0,Clear/Partly Cloudy,0.68,0.6364,0.39,238,491,729,2570,5657,2663,715704,729,8227
14698,2012-09-09,Fall,2012,Sep,14,0,0,Clear/Partly Cloudy,0.72,0.6515,0.3,232,415,647,2570,5657,2405,715704,647,8227
14699,2012-09-09,Fall,2012,Sep,15,0,0,Clear/Partly Cloudy,0.72,0.6515,0.32,284,412,696,2570,5657,2656,715704,696,8227
14700,2012-09-09,Fall,2012,Sep,16,0,0,Clear/Partly Cloudy,0.68,0.6364,0.36,228,473,701,2570,5657,2559,715704,701,8227
14701,2012-09-09,Fall,2012,Sep,17,0,0,Clear/Partly Cloudy,0.7,0.6364,0.37,213,458,671,2570,5657,2439,715704,671,8227
14702,2012-09-09,Fall,2012,Sep,18,0,0,Clear/Partly Cloudy,0.66,0.6212,0.36,156,404,560,2570,5657,1992,715704,560,8227
14703,2012-09-09,Fall,2012,Sep,19,0,0,Clear/Partly Cloudy,0.66,0.6212,0.36,134,362,496,2570,5657,1756,715704,496,8227
14704,2012-09-09,Fall,2012,Sep,20,0,0,Clear/Partly Cloudy,0.62,0.6212,0.41,91,265,356,2570,5657,1250,715704,356,8227
14705,2012-09-09,Fall,2012,Sep,21,0,0,Clear/Partly Cloudy,0.6,0.6212,0.46,57,149,206,2570,5657,732,715704,206,8227
14706,2012-09-09,Fall,2012,Sep,22,0,0,Clear/Partly Cloudy,0.58,0.5455,0.49,64,125,189,2570,5657,695,715704,189,8227
14707,2012-09-09,Fall,2012,Sep,23,0,0,Clear/Partly Cloudy,0.56,0.5303,0.52,22,70,92,2570,5657,320,715704,92,8227
14708,2012-09-10,Fall,2012,Sep,0,0,1,Clear/Partly Cloudy,0.56,0.5303,0.52,6,35,41,1118,6407,135,595464,41,7525
14709,2012-09-10,Fall,2012,Sep,1,0,1,Clear/Partly Cloudy,0.54,0.5152,0.6,7,11,18,1118,6407,68,595464,18,7525
14710,2012-09-10,Fall,2012,Sep,2,0,1,Clear/Partly Cloudy,0.54,0.5152,0.6,11,6,17,1118,6407,73,595464,17,7525
14711,2012-09-10,Fall,2012,Sep,3,0,1,Clear/Partly Cloudy,0.52,0.5,0.68,5,7,12,1118,6407,46,595464,12,7525
14712,2012-09-10,Fall,2012,Sep,4,0,1,Clear/Partly Cloudy,0.52,0.5,0.68,1,4,5,1118,6407,17,595464,5,7525
14713,2012-09-10,Fall,2012,Sep,5,0,1,Clear/Partly Cloudy,0.5,0.4848,0.72,4,36,40,1118,6407,128,595464,40,7525
14714,2012-09-10,Fall,2012,Sep,6,0,1,Clear/Partly Cloudy,0.5,0.4848,0.72,8,172,180,1118,6407,556,595464,180,7525
14715,2012-09-10,Fall,2012,Sep,7,0,1,Clear/Partly Cloudy,0.52,0.5,0.68,20,427,447,1118,6407,1381,595464,447,7525
14716,2012-09-10,Fall,2012,Sep,8,0,1,Clear/Partly Cloudy,0.56,0.5303,0.6,33,697,730,1118,6407,2256,595464,730,7525
14717,2012-09-10,Fall,2012,Sep,9,0,1,Clear/Partly Cloudy,0.6,0.6212,0.53,40,321,361,1118,6407,1163,595464,361,7525
14718,2012-09-10,Fall,2012,Sep,10,0,1,Clear/Partly Cloudy,0.62,0.6212,0.5,42,168,210,1118,6407,714,595464,210,7525
14719,2012-09-10,Fall,2012,Sep,11,0,1,Clear/Partly Cloudy,0.62,0.6212,0.43,69,167,236,1118,6407,846,595464,236,7525
14720,2012-09-10,Fall,2012,Sep,12,0,1,Clear/Partly Cloudy,0.64,0.6212,0.44,76,256,332,1118,6407,1148,595464,332,7525
14721,2012-09-10,Fall,2012,Sep,13,0,1,Clear/Partly Cloudy,0.64,0.6212,0.38,72,251,323,1118,6407,1113,595464,323,7525
14722,2012-09-10,Fall,2012,Sep,14,0,1,Clear/Partly Cloudy,0.66,0.6212,0.36,107,233,340,1118,6407,1234,595464,340,7525
14723,2012-09-10,Fall,2012,Sep,15,0,1,Clear/Partly Cloudy,0.66,0.6212,0.31,115,231,346,1118,6407,1268,595464,346,7525
14724,2012-09-10,Fall,2012,Sep,16,0,1,Clear/Partly Cloudy,0.66,0.6212,0.34,108,380,488,1118,6407,1680,595464,488,7525
14725,2012-09-10,Fall,2012,Sep,17,0,1,Clear/Partly Cloudy,0.66,0.6212,0.34,127,744,871,1118,6407,2867,595464,871,7525
14726,2012-09-10,Fall,2012,Sep,18,0,1,Clear/Partly Cloudy,0.62,0.6212,0.35,111,857,968,1118,6407,3126,595464,968,7525
14727,2012-09-10,Fall,2012,Sep,19,0,1,Clear/Partly Cloudy,0.62,0.6212,0.38,71,562,633,1118,6407,2041,595464,633,7525
14728,2012-09-10,Fall,2012,Sep,20,0,1,Clear/Partly Cloudy,0.6,0.6212,0.4,34,356,390,1118,6407,1238,595464,390,7525
14729,2012-09-10,Fall,2012,Sep,21,0,1,Clear/Partly Cloudy,0.56,0.5303,0.49,29,256,285,1118,6407,913,595464,285,7525
14730,2012-09-10,Fall,2012,Sep,22,0,1,Clear/Partly Cloudy,0.54,0.5152,0.52,15,144,159,1118,6407,507,595464,159,7525
14731,2012-09-10,Fall,2012,Sep,23,0,1,Clear/Partly Cloudy,0.54,0.5152,0.52,7,86,93,1118,6407,293,595464,93,7525
14732,2012-09-11,Fall,2012,Sep,0,0,1,Clear/Partly Cloudy,0.52,0.5,0.59,5,27,32,1070,6697,106,610584,32,7767
14733,2012-09-11,Fall,2012,Sep,1,0,1,Clear/Partly Cloudy,0.5,0.4848,0.63,0,10,10,1070,6697,30,610584,10,7767
14734,2012-09-11,Fall,2012,Sep,2,0,1,Clear/Partly Cloudy,0.48,0.4697,0.77,1,5,6,1070,6697,20,610584,6,7767
14735,2012-09-11,Fall,2012,Sep,3,0,1,Clear/Partly Cloudy,0.48,0.4697,0.67,1,7,8,1070,6697,26,610584,8,7767
14736,2012-09-11,Fall,2012,Sep,4,0,1,Clear/Partly Cloudy,0.48,0.4697,0.72,1,8,9,1070,6697,29,610584,9,7767
14737,2012-09-11,Fall,2012,Sep,5,0,1,Clear/Partly Cloudy,0.46,0.4545,0.72,3,41,44,1070,6697,138,610584,44,7767
14738,2012-09-11,Fall,2012,Sep,6,0,1,Clear/Partly Cloudy,0.46,0.4545,0.77,11,200,211,1070,6697,655,610584,211,7767
14739,2012-09-11,Fall,2012,Sep,7,0,1,Clear/Partly Cloudy,0.5,0.4848,0.72,24,572,596,1070,6697,1836,610584,596,7767
14740,2012-09-11,Fall,2012,Sep,8,0,1,Clear/Partly Cloudy,0.54,0.5152,0.68,48,702,750,1070,6697,2346,610584,750,7767
14741,2012-09-11,Fall,2012,Sep,9,0,1,Clear/Partly Cloudy,0.6,0.6212,0.49,35,323,358,1070,6697,1144,610584,358,7767
14742,2012-09-11,Fall,2012,Sep,10,0,1,Clear/Partly Cloudy,0.62,0.6212,0.38,54,142,196,1070,6697,696,610584,196,7767
14743,2012-09-11,Fall,2012,Sep,11,0,1,Clear/Partly Cloudy,0.64,0.6212,0.33,60,187,247,1070,6697,861,610584,247,7767
14744,2012-09-11,Fall,2012,Sep,12,0,1,Clear/Partly Cloudy,0.64,0.6212,0.33,62,254,316,1070,6697,1072,610584,316,7767
14745,2012-09-11,Fall,2012,Sep,13,0,1,Clear/Partly Cloudy,0.66,0.6212,0.29,72,256,328,1070,6697,1128,610584,328,7767
14746,2012-09-11,Fall,2012,Sep,14,0,1,Clear/Partly Cloudy,0.68,0.6212,0.3,74,181,255,1070,6697,913,610584,255,7767
14747,2012-09-11,Fall,2012,Sep,15,0,1,Clear/Partly Cloudy,0.7,0.6364,0.28,73,253,326,1070,6697,1124,610584,326,7767
14748,2012-09-11,Fall,2012,Sep,16,0,1,Clear/Partly Cloudy,0.7,0.6364,0.28,99,437,536,1070,6697,1806,610584,536,7767
14749,2012-09-11,Fall,2012,Sep,17,0,1,Clear/Partly Cloudy,0.7,0.6364,0.28,168,802,970,1070,6697,3246,610584,970,7767
14750,2012-09-11,Fall,2012,Sep,18,0,1,Clear/Partly Cloudy,0.64,0.6212,0.36,110,767,877,1070,6697,2851,610584,877,7767
14751,2012-09-11,Fall,2012,Sep,19,0,1,Clear/Partly Cloudy,0.62,0.6212,0.41,56,540,596,1070,6697,1900,610584,596,7767
14752,2012-09-11,Fall,2012,Sep,20,0,1,Clear/Partly Cloudy,0.58,0.5455,0.56,40,421,461,1070,6697,1463,610584,461,7767
14753,2012-09-11,Fall,2012,Sep,21,0,1,Clear/Partly Cloudy,0.56,0.5303,0.6,28,282,310,1070,6697,986,610584,310,7767
14754,2012-09-11,Fall,2012,Sep,22,0,1,Clear/Partly Cloudy,0.56,0.5303,0.64,27,189,216,1070,6697,702,610584,216,7767
14755,2012-09-11,Fall,2012,Sep,23,0,1,Clear/Partly Cloudy,0.54,0.5152,0.68,18,91,109,1070,6697,363,610584,109,7767
14756,2012-09-12,Fall,2012,Sep,0,0,1,Clear/Partly Cloudy,0.52,0.5,0.72,8,41,49,1050,6820,163,617040,49,7870
14757,2012-09-12,Fall,2012,Sep,1,0,1,Clear/Partly Cloudy,0.52,0.5,0.72,2,19,21,1050,6820,67,617040,21,7870
14758,2012-09-12,Fall,2012,Sep,2,0,1,Clear/Partly Cloudy,0.52,0.5,0.72,2,9,11,1050,6820,37,617040,11,7870
14759,2012-09-12,Fall,2012,Sep,3,0,1,Clear/Partly Cloudy,0.5,0.4848,0.77,0,7,7,1050,6820,21,617040,7,7870
14760,2012-09-12,Fall,2012,Sep,4,0,1,Clear/Partly Cloudy,0.5,0.4848,0.72,0,5,5,1050,6820,15,617040,5,7870
14761,2012-09-12,Fall,2012,Sep,5,0,1,Clear/Partly Cloudy,0.5,0.4848,0.72,4,44,48,1050,6820,152,617040,48,7870
14762,2012-09-12,Fall,2012,Sep,6,0,1,Clear/Partly Cloudy,0.5,0.4848,0.72,6,199,205,1050,6820,627,617040,205,7870
14763,2012-09-12,Fall,2012,Sep,7,0,1,Clear/Partly Cloudy,0.52,0.5,0.72,24,533,557,1050,6820,1719,617040,557,7870
14764,2012-09-12,Fall,2012,Sep,8,0,1,Clear/Partly Cloudy,0.56,0.5303,0.64,43,727,770,1050,6820,2396,617040,770,7870
14765,2012-09-12,Fall,2012,Sep,9,0,1,Clear/Partly Cloudy,0.6,0.6061,0.64,50,278,328,1050,6820,1084,617040,328,7870
14766,2012-09-12,Fall,2012,Sep,10,0,1,Clear/Partly Cloudy,0.62,0.6061,0.61,57,148,205,1050,6820,729,617040,205,7870
14767,2012-09-12,Fall,2012,Sep,11,0,1,Clear/Partly Cloudy,0.66,0.6212,0.5,51,181,232,1050,6820,798,617040,232,7870
14768,2012-09-12,Fall,2012,Sep,12,0,1,Clear/Partly Cloudy,0.68,0.6364,0.36,88,264,352,1050,6820,1232,617040,352,7870
14769,2012-09-12,Fall,2012,Sep,13,0,1,Clear/Partly Cloudy,0.7,0.6364,0.34,85,238,323,1050,6820,1139,617040,323,7870
14770,2012-09-12,Fall,2012,Sep,14,0,1,Clear/Partly Cloudy,0.7,0.6364,0.37,78,200,278,1050,6820,990,617040,278,7870
14771,2012-09-12,Fall,2012,Sep,15,0,1,Clear/Partly Cloudy,0.72,0.6515,0.37,75,243,318,1050,6820,1104,617040,318,7870
14772,2012-09-12,Fall,2012,Sep,16,0,1,Clear/Partly Cloudy,0.72,0.6515,0.37,90,419,509,1050,6820,1707,617040,509,7870
14773,2012-09-12,Fall,2012,Sep,17,0,1,Clear/Partly Cloudy,0.7,0.6364,0.41,114,811,925,1050,6820,3003,617040,925,7870
14774,2012-09-12,Fall,2012,Sep,18,0,1,Clear/Partly Cloudy,0.66,0.6212,0.44,91,886,977,1050,6820,3113,617040,977,7870
14775,2012-09-12,Fall,2012,Sep,19,0,1,Clear/Partly Cloudy,0.64,0.6212,0.5,78,557,635,1050,6820,2061,617040,635,7870
14776,2012-09-12,Fall,2012,Sep,20,0,1,Clear/Partly Cloudy,0.62,0.6212,0.57,38,432,470,1050,6820,1486,617040,470,7870
14777,2012-09-12,Fall,2012,Sep,21,0,1,Clear/Partly Cloudy,0.6,0.6061,0.6,27,279,306,1050,6820,972,617040,306,7870
14778,2012-09-12,Fall,2012,Sep,22,0,1,Clear/Partly Cloudy,0.56,0.5303,0.64,23,189,212,1050,6820,682,617040,212,7870
14779,2012-09-12,Fall,2012,Sep,23,0,1,Clear/Partly Cloudy,0.56,0.5303,0.68,16,111,127,1050,6820,413,617040,127,7870
14780,2012-09-13,Fall,2012,Sep,0,0,1,Clear/Partly Cloudy,0.56,0.5303,0.73,11,46,57,1054,6750,193,612480,57,7804
14781,2012-09-13,Fall,2012,Sep,1,0,1,Clear/Partly Cloudy,0.54,0.5152,0.77,6,22,28,1054,6750,96,612480,28,7804
14782,2012-09-13,Fall,2012,Sep,2,0,1,Clear/Partly Cloudy,0.54,0.5152,0.77,0,9,9,1054,6750,27,612480,9,7804
14783,2012-09-13,Fall,2012,Sep,3,0,1,Clear/Partly Cloudy,0.52,0.5,0.83,2,9,11,1054,6750,37,612480,11,7804
14784,2012-09-13,Fall,2012,Sep,4,0,1,Clear/Partly Cloudy,0.52,0.5,0.83,0,6,6,1054,6750,18,612480,6,7804
14785,2012-09-13,Fall,2012,Sep,5,0,1,Clear/Partly Cloudy,0.52,0.5,0.83,3,54,57,1054,6750,177,612480,57,7804
14786,2012-09-13,Fall,2012,Sep,6,0,1,Clear/Partly Cloudy,0.5,0.4848,0.82,9,186,195,1054,6750,603,612480,195,7804
14787,2012-09-13,Fall,2012,Sep,7,0,1,Clear/Partly Cloudy,0.54,0.5152,0.77,22,549,571,1054,6750,1757,612480,571,7804
14788,2012-09-13,Fall,2012,Sep,8,0,1,Clear/Partly Cloudy,0.56,0.5303,0.73,33,725,758,1054,6750,2340,612480,758,7804
14789,2012-09-13,Fall,2012,Sep,9,0,1,Clear/Partly Cloudy,0.6,0.6061,0.64,46,292,338,1054,6750,1106,612480,338,7804
14790,2012-09-13,Fall,2012,Sep,10,0,1,Clear/Partly Cloudy,0.64,0.6212,0.61,63,149,212,1054,6750,762,612480,212,7804
14791,2012-09-13,Fall,2012,Sep,11,0,1,Clear/Partly Cloudy,0.66,0.6212,0.5,71,183,254,1054,6750,904,612480,254,7804
14792,2012-09-13,Fall,2012,Sep,12,0,1,Clear/Partly Cloudy,0.68,0.6364,0.44,57,240,297,1054,6750,1005,612480,297,7804
14793,2012-09-13,Fall,2012,Sep,13,0,1,Clear/Partly Cloudy,0.7,0.6364,0.42,60,223,283,1054,6750,969,612480,283,7804
14794,2012-09-13,Fall,2012,Sep,14,0,1,Clear/Partly Cloudy,0.72,0.6515,0.39,60,214,274,1054,6750,942,612480,274,7804
14795,2012-09-13,Fall,2012,Sep,15,0,1,Clear/Partly Cloudy,0.72,0.6515,0.42,99,253,352,1054,6750,1254,612480,352,7804
14796,2012-09-13,Fall,2012,Sep,16,0,1,Clear/Partly Cloudy,0.72,0.6515,0.39,85,406,491,1054,6750,1643,612480,491,7804
14797,2012-09-13,Fall,2012,Sep,17,0,1,Clear/Partly Cloudy,0.72,0.6515,0.42,97,787,884,1054,6750,2846,612480,884,7804
14798,2012-09-13,Fall,2012,Sep,18,0,1,Clear/Partly Cloudy,0.68,0.6364,0.57,108,744,852,1054,6750,2772,612480,852,7804
14799,2012-09-13,Fall,2012,Sep,19,0,1,Clear/Partly Cloudy,0.64,0.6061,0.65,80,594,674,1054,6750,2182,612480,674,7804
14800,2012-09-13,Fall,2012,Sep,20,0,1,Clear/Partly Cloudy,0.62,0.6061,0.69,55,408,463,1054,6750,1499,612480,463,7804
14801,2012-09-13,Fall,2012,Sep,21,0,1,Clear/Partly Cloudy,0.62,0.6061,0.65,26,291,317,1054,6750,1003,612480,317,7804
14802,2012-09-13,Fall,2012,Sep,22,0,1,Clear/Partly Cloudy,0.6,0.5909,0.69,28,223,251,1054,6750,809,612480,251,7804
14803,2012-09-13,Fall,2012,Sep,23,0,1,Clear/Partly Cloudy,0.58,0.5455,0.73,33,137,170,1054,6750,576,612480,170,7804
14804,2012-09-14,Fall,2012,Sep,0,0,1,Clear/Partly Cloudy,0.56,0.5303,0.73,24,63,87,1379,6630,309,642840,87,8009
14805,2012-09-14,Fall,2012,Sep,1,0,1,Clear/Partly Cloudy,0.56,0.5303,0.73,6,35,41,1379,6630,135,642840,41,8009
14806,2012-09-14,Fall,2012,Sep,2,0,1,Clear/Partly Cloudy,0.56,0.5303,0.73,7,23,30,1379,6630,104,642840,30,8009
14807,2012-09-14,Fall,2012,Sep,3,0,1,Clear/Partly Cloudy,0.54,0.5152,0.77,5,9,14,1379,6630,52,642840,14,8009
14808,2012-09-14,Fall,2012,Sep,4,0,1,Clear/Partly Cloudy,0.54,0.5152,0.77,1,11,12,1379,6630,38,642840,12,8009
14809,2012-09-14,Fall,2012,Sep,5,0,1,Clear/Partly Cloudy,0.54,0.5152,0.83,1,40,41,1379,6630,125,642840,41,8009
14810,2012-09-14,Fall,2012,Sep,6,0,1,Clear/Partly Cloudy,0.54,0.5152,0.88,8,144,152,1379,6630,472,642840,152,8009
14811,2012-09-14,Fall,2012,Sep,7,0,1,Mist/Cloudy,0.56,0.5303,0.88,17,437,454,1379,6630,1396,642840,454,8009
14812,2012-09-14,Fall,2012,Sep,8,0,1,Mist/Cloudy,0.6,0.5758,0.78,51,715,766,1379,6630,2400,642840,766,8009
14813,2012-09-14,Fall,2012,Sep,9,0,1,Mist/Cloudy,0.62,0.5909,0.78,46,301,347,1379,6630,1133,642840,347,8009
14814,2012-09-14,Fall,2012,Sep,10,0,1,Mist/Cloudy,0.68,0.6364,0.65,75,171,246,1379,6630,888,642840,246,8009
14815,2012-09-14,Fall,2012,Sep,11,0,1,Mist/Cloudy,0.68,0.6364,0.61,84,196,280,1379,6630,1008,642840,280,8009
14816,2012-09-14,Fall,2012,Sep,12,0,1,Mist/Cloudy,0.7,0.6515,0.54,119,290,409,1379,6630,1465,642840,409,8009
14817,2012-09-14,Fall,2012,Sep,13,0,1,Mist/Cloudy,0.7,0.6515,0.54,107,301,408,1379,6630,1438,642840,408,8009
14818,2012-09-14,Fall,2012,Sep,14,0,1,Mist/Cloudy,0.72,0.6515,0.45,113,258,371,1379,6630,1339,642840,371,8009
14819,2012-09-14,Fall,2012,Sep,15,0,1,Mist/Cloudy,0.72,0.6667,0.48,94,273,367,1379,6630,1289,642840,367,8009
14820,2012-09-14,Fall,2012,Sep,16,0,1,Mist/Cloudy,0.72,0.6667,0.51,109,454,563,1379,6630,1907,642840,563,8009
14821,2012-09-14,Fall,2012,Sep,17,0,1,Clear/Partly Cloudy,0.72,0.6667,0.51,137,757,894,1379,6630,2956,642840,894,8009
14822,2012-09-14,Fall,2012,Sep,18,0,1,Clear/Partly Cloudy,0.72,0.6515,0.45,116,692,808,1379,6630,2656,642840,808,8009
14823,2012-09-14,Fall,2012,Sep,19,0,1,Clear/Partly Cloudy,0.68,0.6364,0.57,83,496,579,1379,6630,1903,642840,579,8009
14824,2012-09-14,Fall,2012,Sep,20,0,1,Clear/Partly Cloudy,0.66,0.6212,0.61,67,337,404,1379,6630,1346,642840,404,8009
14825,2012-09-14,Fall,2012,Sep,21,0,1,Clear/Partly Cloudy,0.64,0.6061,0.73,42,270,312,1379,6630,1020,642840,312,8009
14826,2012-09-14,Fall,2012,Sep,22,0,1,Clear/Partly Cloudy,0.62,0.5758,0.83,40,189,229,1379,6630,767,642840,229,8009
14827,2012-09-14,Fall,2012,Sep,23,0,1,Clear/Partly Cloudy,0.62,0.5909,0.78,27,168,195,1379,6630,639,642840,195,8009
14828,2012-09-15,Fall,2012,Sep,0,0,0,Clear/Partly Cloudy,0.6,0.5606,0.83,38,169,207,3160,5554,697,779088,207,8714
14829,2012-09-15,Fall,2012,Sep,1,0,0,Clear/Partly Cloudy,0.6,0.5909,0.73,8,101,109,3160,5554,343,779088,109,8714
14830,2012-09-15,Fall,2012,Sep,2,0,0,Clear/Partly Cloudy,0.58,0.5455,0.78,18,75,93,3160,5554,315,779088,93,8714
14831,2012-09-15,Fall,2012,Sep,3,0,0,Clear/Partly Cloudy,0.6,0.5909,0.73,6,31,37,3160,5554,123,779088,37,8714
14832,2012-09-15,Fall,2012,Sep,4,0,0,Mist/Cloudy,0.6,0.5909,0.69,3,3,6,3160,5554,24,779088,6,8714
14833,2012-09-15,Fall,2012,Sep,5,0,0,Clear/Partly Cloudy,0.58,0.5455,0.6,1,15,16,3160,5554,50,779088,16,8714
14834,2012-09-15,Fall,2012,Sep,6,0,0,Clear/Partly Cloudy,0.54,0.5152,0.49,6,27,33,3160,5554,111,779088,33,8714
14835,2012-09-15,Fall,2012,Sep,7,0,0,Clear/Partly Cloudy,0.54,0.5152,0.52,10,63,73,3160,5554,239,779088,73,8714
14836,2012-09-15,Fall,2012,Sep,8,0,0,Clear/Partly Cloudy,0.56,0.5303,0.49,43,169,212,3160,5554,722,779088,212,8714
14837,2012-09-15,Fall,2012,Sep,9,0,0,Clear/Partly Cloudy,0.6,0.6212,0.43,79,263,342,3160,5554,1184,779088,342,8714
14838,2012-09-15,Fall,2012,Sep,10,0,0,Clear/Partly Cloudy,0.62,0.6212,0.41,119,323,442,3160,5554,1564,779088,442,8714
14839,2012-09-15,Fall,2012,Sep,11,0,0,Clear/Partly Cloudy,0.64,0.6212,0.38,228,399,627,3160,5554,2337,779088,627,8714
14840,2012-09-15,Fall,2012,Sep,12,0,0,Clear/Partly Cloudy,0.66,0.6212,0.36,287,419,706,3160,5554,2692,779088,706,8714
